Month,L,M,S,gender,percentile,weight
0,0.3487,3.3464,0.14602,boys,P01,2
1,0.2297,4.4709,0.13395,boys,P01,2.9
2,0.197,5.5675,0.12385,boys,P01,3.7
3,0.1738,6.3762,0.11727,boys,P01,4.4
4,0.1553,7.0023,0.11316,boys,P01,4.9
5,0.1395,7.5105,0.1108,boys,P01,5.3
6,0.1257,7.934,0.10958,boys,P01,5.6
7,0.1134,8.297,0.10902,boys,P01,5.9
8,0.1021,8.6151,0.10882,boys,P01,6.1
9,0.0917,8.9014,0.10881,boys,P01,6.3
10,0.082,9.1649,0.10891,boys,P01,6.5
11,0.073,9.4122,0.10906,boys,P01,6.7
12,0.0644,9.6479,0.10925,boys,P01,6.9
13,0.0563,9.8749,0.10949,boys,P01,7
14,0.0487,10.0953,0.10976,boys,P01,7.2
15,0.0413,10.3108,0.11007,boys,P01,7.3
16,0.0343,10.5228,0.11041,boys,P01,7.5
17,0.0275,10.7319,0.11079,boys,P01,7.6
18,0.0211,10.9385,0.11119,boys,P01,7.7
19,0.0148,11.143,0.11164,boys,P01,7.9
20,0.0087,11.3462,0.11211,boys,P01,8
21,0.0029,11.5486,0.11261,boys,P01,8.2
22,-0.0028,11.7504,0.11314,boys,P01,8.3
23,-0.0083,11.9514,0.11369,boys,P01,8.4
24,-0.0137,12.1515,0.11426,boys,P01,8.5
25,-0.0189,12.3502,0.11485,boys,P01,8.7
26,-0.024,12.5466,0.11544,boys,P01,8.8
27,-0.0289,12.7401,0.11604,boys,P01,8.9
28,-0.0337,12.9303,0.11664,boys,P01,9
29,-0.0385,13.1169,0.11723,boys,P01,9.2
30,-0.0431,13.3,0.11781,boys,P01,9.3
31,-0.0476,13.4798,0.11839,boys,P01,9.4
32,-0.052,13.6567,0.11896,boys,P01,9.5
33,-0.0564,13.8309,0.11953,boys,P01,9.6
34,-0.0606,14.0031,0.12008,boys,P01,9.7
35,-0.0648,14.1736,0.12062,boys,P01,9.8
36,-0.0689,14.3429,0.12116,boys,P01,9.9
37,-0.0729,14.5113,0.12168,boys,P01,10
38,-0.0769,14.6791,0.1222,boys,P01,10.1
39,-0.0808,14.8466,0.12271,boys,P01,10.2
40,-0.0846,15.014,0.12322,boys,P01,10.3
41,-0.0883,15.1813,0.12373,boys,P01,10.4
42,-0.092,15.3486,0.12425,boys,P01,10.5
43,-0.0957,15.5158,0.12478,boys,P01,10.6
44,-0.0993,15.6828,0.12531,boys,P01,10.7
45,-0.1028,15.8497,0.12586,boys,P01,10.8
46,-0.1063,16.0163,0.12643,boys,P01,10.9
47,-0.1097,16.1827,0.127,boys,P01,11
48,-0.1131,16.3489,0.12759,boys,P01,11.1
49,-0.1165,16.515,0.12819,boys,P01,11.2
50,-0.1198,16.6811,0.1288,boys,P01,11.3
51,-0.123,16.8471,0.12943,boys,P01,11.4
52,-0.1262,17.0132,0.13005,boys,P01,11.5
53,-0.1294,17.1792,0.13069,boys,P01,11.6
54,-0.1325,17.3452,0.13133,boys,P01,11.7
55,-0.1356,17.5111,0.13197,boys,P01,11.8
56,-0.1387,17.6768,0.13261,boys,P01,11.9
57,-0.1417,17.8422,0.13325,boys,P01,12
58,-0.1447,18.0073,0.13389,boys,P01,12
59,-0.1477,18.1722,0.13453,boys,P01,12.1
60,-0.1506,18.3366,0.13517,boys,P01,12.2
0,0.3809,3.2322,0.14171,girls,P01,2
1,0.1714,4.1873,0.13724,girls,P01,2.7
2,0.0962,5.1282,0.13,girls,P01,3.4
3,0.0402,5.8458,0.12619,girls,P01,3.9
4,-0.005,6.4237,0.12402,girls,P01,4.4
5,-0.043,6.8985,0.12274,girls,P01,4.7
6,-0.0756,7.297,0.12204,girls,P01,5
7,-0.1039,7.6422,0.12178,girls,P01,5.3
8,-0.1288,7.9487,0.12181,girls,P01,5.5
9,-0.1507,8.2254,0.12199,girls,P01,5.7
10,-0.17,8.48,0.12223,girls,P01,5.9
11,-0.1872,8.7192,0.12247,girls,P01,6
12,-0.2024,8.9481,0.12268,girls,P01,6.2
13,-0.2158,9.1699,0.12283,girls,P01,6.4
14,-0.2278,9.387,0.12294,girls,P01,6.5
15,-0.2384,9.6008,0.12299,girls,P01,6.7
16,-0.2478,9.8124,0.12303,girls,P01,6.8
17,-0.2562,10.0226,0.12306,girls,P01,7
18,-0.2637,10.2315,0.12309,girls,P01,7.1
19,-0.2703,10.4393,0.12315,girls,P01,7.3
20,-0.2762,10.6464,0.12323,girls,P01,7.4
21,-0.2815,10.8534,0.12335,girls,P01,7.6
22,-0.2862,11.0608,0.1235,girls,P01,7.7
23,-0.2903,11.2688,0.12369,girls,P01,7.8
24,-0.2941,11.4775,0.1239,girls,P01,8
25,-0.2975,11.6864,0.12414,girls,P01,8.1
26,-0.3005,11.8947,0.12441,girls,P01,8.3
27,-0.3032,12.1015,0.12472,girls,P01,8.4
28,-0.3057,12.3059,0.12506,girls,P01,8.5
29,-0.308,12.5073,0.12545,girls,P01,8.7
30,-0.3101,12.7055,0.12587,girls,P01,8.8
31,-0.312,12.9006,0.12633,girls,P01,8.9
32,-0.3138,13.093,0.12683,girls,P01,9
33,-0.3155,13.2837,0.12737,girls,P01,9.2
34,-0.3171,13.4731,0.12794,girls,P01,9.3
35,-0.3186,13.6618,0.12855,girls,P01,9.4
36,-0.3201,13.8503,0.12919,girls,P01,9.5
37,-0.3216,14.0385,0.12988,girls,P01,9.6
38,-0.323,14.2265,0.13059,girls,P01,9.7
39,-0.3243,14.414,0.13135,girls,P01,9.8
40,-0.3257,14.601,0.13213,girls,P01,10
41,-0.327,14.7873,0.13293,girls,P01,10.1
42,-0.3283,14.9727,0.13376,girls,P01,10.2
43,-0.3296,15.1573,0.1346,girls,P01,10.3
44,-0.3309,15.341,0.13545,girls,P01,10.4
45,-0.3322,15.524,0.1363,girls,P01,10.5
46,-0.3335,15.7064,0.13716,girls,P01,10.6
47,-0.3348,15.8882,0.138,girls,P01,10.7
48,-0.3361,16.0697,0.13884,girls,P01,10.8
49,-0.3374,16.2511,0.13968,girls,P01,10.9
50,-0.3387,16.4322,0.14051,girls,P01,11
51,-0.34,16.6133,0.14132,girls,P01,11.1
52,-0.3414,16.7942,0.14213,girls,P01,11.2
53,-0.3427,16.9748,0.14293,girls,P01,11.3
54,-0.344,17.1551,0.14371,girls,P01,11.3
55,-0.3453,17.3347,0.14448,girls,P01,11.4
56,-0.3466,17.5136,0.14525,girls,P01,11.5
57,-0.3479,17.6916,0.146,girls,P01,11.6
58,-0.3492,17.8686,0.14675,girls,P01,11.7
59,-0.3505,18.0445,0.14748,girls,P01,11.8
60,-0.3518,18.2193,0.14821,girls,P01,11.9
0,0.3487,3.3464,0.14602,boys,P1,2.3
1,0.2297,4.4709,0.13395,boys,P1,3.2
2,0.197,5.5675,0.12385,boys,P1,4.1
3,0.1738,6.3762,0.11727,boys,P1,4.8
4,0.1553,7.0023,0.11316,boys,P1,5.4
5,0.1395,7.5105,0.1108,boys,P1,5.8
6,0.1257,7.934,0.10958,boys,P1,6.1
7,0.1134,8.297,0.10902,boys,P1,6.4
8,0.1021,8.6151,0.10882,boys,P1,6.7
9,0.0917,8.9014,0.10881,boys,P1,6.9
10,0.082,9.1649,0.10891,boys,P1,7.1
11,0.073,9.4122,0.10906,boys,P1,7.3
12,0.0644,9.6479,0.10925,boys,P1,7.5
13,0.0563,9.8749,0.10949,boys,P1,7.6
14,0.0487,10.0953,0.10976,boys,P1,7.8
15,0.0413,10.3108,0.11007,boys,P1,8
16,0.0343,10.5228,0.11041,boys,P1,8.1
17,0.0275,10.7319,0.11079,boys,P1,8.3
18,0.0211,10.9385,0.11119,boys,P1,8.4
19,0.0148,11.143,0.11164,boys,P1,8.6
20,0.0087,11.3462,0.11211,boys,P1,8.7
21,0.0029,11.5486,0.11261,boys,P1,8.9
22,-0.0028,11.7504,0.11314,boys,P1,9
23,-0.0083,11.9514,0.11369,boys,P1,9.2
24,-0.0137,12.1515,0.11426,boys,P1,9.3
25,-0.0189,12.3502,0.11485,boys,P1,9.5
26,-0.024,12.5466,0.11544,boys,P1,9.6
27,-0.0289,12.7401,0.11604,boys,P1,9.7
28,-0.0337,12.9303,0.11664,boys,P1,9.9
29,-0.0385,13.1169,0.11723,boys,P1,10
30,-0.0431,13.3,0.11781,boys,P1,10.1
31,-0.0476,13.4798,0.11839,boys,P1,10.3
32,-0.052,13.6567,0.11896,boys,P1,10.4
33,-0.0564,13.8309,0.11953,boys,P1,10.5
34,-0.0606,14.0031,0.12008,boys,P1,10.6
35,-0.0648,14.1736,0.12062,boys,P1,10.7
36,-0.0689,14.3429,0.12116,boys,P1,10.8
37,-0.0729,14.5113,0.12168,boys,P1,11
38,-0.0769,14.6791,0.1222,boys,P1,11.1
39,-0.0808,14.8466,0.12271,boys,P1,11.2
40,-0.0846,15.014,0.12322,boys,P1,11.3
41,-0.0883,15.1813,0.12373,boys,P1,11.4
42,-0.092,15.3486,0.12425,boys,P1,11.5
43,-0.0957,15.5158,0.12478,boys,P1,11.7
44,-0.0993,15.6828,0.12531,boys,P1,11.8
45,-0.1028,15.8497,0.12586,boys,P1,11.9
46,-0.1063,16.0163,0.12643,boys,P1,12
47,-0.1097,16.1827,0.127,boys,P1,12.1
48,-0.1131,16.3489,0.12759,boys,P1,12.2
49,-0.1165,16.515,0.12819,boys,P1,12.3
50,-0.1198,16.6811,0.1288,boys,P1,12.4
51,-0.123,16.8471,0.12943,boys,P1,12.5
52,-0.1262,17.0132,0.13005,boys,P1,12.6
53,-0.1294,17.1792,0.13069,boys,P1,12.7
54,-0.1325,17.3452,0.13133,boys,P1,12.9
55,-0.1356,17.5111,0.13197,boys,P1,13
56,-0.1387,17.6768,0.13261,boys,P1,13.1
57,-0.1417,17.8422,0.13325,boys,P1,13.2
58,-0.1447,18.0073,0.13389,boys,P1,13.3
59,-0.1477,18.1722,0.13453,boys,P1,13.4
60,-0.1506,18.3366,0.13517,boys,P1,13.5
0,0.3809,3.2322,0.14171,girls,P1,2.3
1,0.1714,4.1873,0.13724,girls,P1,3
2,0.0962,5.1282,0.13,girls,P1,3.8
3,0.0402,5.8458,0.12619,girls,P1,4.4
4,-0.005,6.4237,0.12402,girls,P1,4.8
5,-0.043,6.8985,0.12274,girls,P1,5.2
6,-0.0756,7.297,0.12204,girls,P1,5.5
7,-0.1039,7.6422,0.12178,girls,P1,5.8
8,-0.1288,7.9487,0.12181,girls,P1,6
9,-0.1507,8.2254,0.12199,girls,P1,6.2
10,-0.17,8.48,0.12223,girls,P1,6.4
11,-0.1872,8.7192,0.12247,girls,P1,6.6
12,-0.2024,8.9481,0.12268,girls,P1,6.8
13,-0.2158,9.1699,0.12283,girls,P1,6.9
14,-0.2278,9.387,0.12294,girls,P1,7.1
15,-0.2384,9.6008,0.12299,girls,P1,7.3
16,-0.2478,9.8124,0.12303,girls,P1,7.4
17,-0.2562,10.0226,0.12306,girls,P1,7.6
18,-0.2637,10.2315,0.12309,girls,P1,7.8
19,-0.2703,10.4393,0.12315,girls,P1,7.9
20,-0.2762,10.6464,0.12323,girls,P1,8.1
21,-0.2815,10.8534,0.12335,girls,P1,8.2
22,-0.2862,11.0608,0.1235,girls,P1,8.4
23,-0.2903,11.2688,0.12369,girls,P1,8.5
24,-0.2941,11.4775,0.1239,girls,P1,8.7
25,-0.2975,11.6864,0.12414,girls,P1,8.9
26,-0.3005,11.8947,0.12441,girls,P1,9
27,-0.3032,12.1015,0.12472,girls,P1,9.2
28,-0.3057,12.3059,0.12506,girls,P1,9.3
29,-0.308,12.5073,0.12545,girls,P1,9.5
30,-0.3101,12.7055,0.12587,girls,P1,9.6
31,-0.312,12.9006,0.12633,girls,P1,9.7
32,-0.3138,13.093,0.12683,girls,P1,9.9
33,-0.3155,13.2837,0.12737,girls,P1,10
34,-0.3171,13.4731,0.12794,girls,P1,10.1
35,-0.3186,13.6618,0.12855,girls,P1,10.3
36,-0.3201,13.8503,0.12919,girls,P1,10.4
37,-0.3216,14.0385,0.12988,girls,P1,10.5
38,-0.323,14.2265,0.13059,girls,P1,10.6
39,-0.3243,14.414,0.13135,girls,P1,10.8
40,-0.3257,14.601,0.13213,girls,P1,10.9
41,-0.327,14.7873,0.13293,girls,P1,11
42,-0.3283,14.9727,0.13376,girls,P1,11.1
43,-0.3296,15.1573,0.1346,girls,P1,11.3
44,-0.3309,15.341,0.13545,girls,P1,11.4
45,-0.3322,15.524,0.1363,girls,P1,11.5
46,-0.3335,15.7064,0.13716,girls,P1,11.6
47,-0.3348,15.8882,0.138,girls,P1,11.7
48,-0.3361,16.0697,0.13884,girls,P1,11.8
49,-0.3374,16.2511,0.13968,girls,P1,11.9
50,-0.3387,16.4322,0.14051,girls,P1,12.1
51,-0.34,16.6133,0.14132,girls,P1,12.2
52,-0.3414,16.7942,0.14213,girls,P1,12.3
53,-0.3427,16.9748,0.14293,girls,P1,12.4
54,-0.344,17.1551,0.14371,girls,P1,12.5
55,-0.3453,17.3347,0.14448,girls,P1,12.6
56,-0.3466,17.5136,0.14525,girls,P1,12.7
57,-0.3479,17.6916,0.146,girls,P1,12.8
58,-0.3492,17.8686,0.14675,girls,P1,12.9
59,-0.3505,18.0445,0.14748,girls,P1,13.1
60,-0.3518,18.2193,0.14821,girls,P1,13.2
0,0.3487,3.3464,0.14602,boys,P3,2.5
1,0.2297,4.4709,0.13395,boys,P3,3.4
2,0.197,5.5675,0.12385,boys,P3,4.4
3,0.1738,6.3762,0.11727,boys,P3,5.1
4,0.1553,7.0023,0.11316,boys,P3,5.6
5,0.1395,7.5105,0.1108,boys,P3,6.1
6,0.1257,7.934,0.10958,boys,P3,6.4
7,0.1134,8.297,0.10902,boys,P3,6.7
8,0.1021,8.6151,0.10882,boys,P3,7
9,0.0917,8.9014,0.10881,boys,P3,7.2
10,0.082,9.1649,0.10891,boys,P3,7.5
11,0.073,9.4122,0.10906,boys,P3,7.7
12,0.0644,9.6479,0.10925,boys,P3,7.8
13,0.0563,9.8749,0.10949,boys,P3,8
14,0.0487,10.0953,0.10976,boys,P3,8.2
15,0.0413,10.3108,0.11007,boys,P3,8.4
16,0.0343,10.5228,0.11041,boys,P3,8.5
17,0.0275,10.7319,0.11079,boys,P3,8.7
18,0.0211,10.9385,0.11119,boys,P3,8.9
19,0.0148,11.143,0.11164,boys,P3,9
20,0.0087,11.3462,0.11211,boys,P3,9.2
21,0.0029,11.5486,0.11261,boys,P3,9.3
22,-0.0028,11.7504,0.11314,boys,P3,9.5
23,-0.0083,11.9514,0.11369,boys,P3,9.7
24,-0.0137,12.1515,0.11426,boys,P3,9.8
25,-0.0189,12.3502,0.11485,boys,P3,10
26,-0.024,12.5466,0.11544,boys,P3,10.1
27,-0.0289,12.7401,0.11604,boys,P3,10.2
28,-0.0337,12.9303,0.11664,boys,P3,10.4
29,-0.0385,13.1169,0.11723,boys,P3,10.5
30,-0.0431,13.3,0.11781,boys,P3,10.7
31,-0.0476,13.4798,0.11839,boys,P3,10.8
32,-0.052,13.6567,0.11896,boys,P3,10.9
33,-0.0564,13.8309,0.11953,boys,P3,11.1
34,-0.0606,14.0031,0.12008,boys,P3,11.2
35,-0.0648,14.1736,0.12062,boys,P3,11.3
36,-0.0689,14.3429,0.12116,boys,P3,11.4
37,-0.0729,14.5113,0.12168,boys,P3,11.6
38,-0.0769,14.6791,0.1222,boys,P3,11.7
39,-0.0808,14.8466,0.12271,boys,P3,11.8
40,-0.0846,15.014,0.12322,boys,P3,11.9
41,-0.0883,15.1813,0.12373,boys,P3,12.1
42,-0.092,15.3486,0.12425,boys,P3,12.2
43,-0.0957,15.5158,0.12478,boys,P3,12.3
44,-0.0993,15.6828,0.12531,boys,P3,12.4
45,-0.1028,15.8497,0.12586,boys,P3,12.5
46,-0.1063,16.0163,0.12643,boys,P3,12.7
47,-0.1097,16.1827,0.127,boys,P3,12.8
48,-0.1131,16.3489,0.12759,boys,P3,12.9
49,-0.1165,16.515,0.12819,boys,P3,13
50,-0.1198,16.6811,0.1288,boys,P3,13.1
51,-0.123,16.8471,0.12943,boys,P3,13.3
52,-0.1262,17.0132,0.13005,boys,P3,13.4
53,-0.1294,17.1792,0.13069,boys,P3,13.5
54,-0.1325,17.3452,0.13133,boys,P3,13.6
55,-0.1356,17.5111,0.13197,boys,P3,13.7
56,-0.1387,17.6768,0.13261,boys,P3,13.8
57,-0.1417,17.8422,0.13325,boys,P3,13.9
58,-0.1447,18.0073,0.13389,boys,P3,14.1
59,-0.1477,18.1722,0.13453,boys,P3,14.2
60,-0.1506,18.3366,0.13517,boys,P3,14.3
0,0.3809,3.2322,0.14171,girls,P3,2.4
1,0.1714,4.1873,0.13724,girls,P3,3.2
2,0.0962,5.1282,0.13,girls,P3,4
3,0.0402,5.8458,0.12619,girls,P3,4.6
4,-0.005,6.4237,0.12402,girls,P3,5.1
5,-0.043,6.8985,0.12274,girls,P3,5.5
6,-0.0756,7.297,0.12204,girls,P3,5.8
7,-0.1039,7.6422,0.12178,girls,P3,6.1
8,-0.1288,7.9487,0.12181,girls,P3,6.3
9,-0.1507,8.2254,0.12199,girls,P3,6.6
10,-0.17,8.48,0.12223,girls,P3,6.8
11,-0.1872,8.7192,0.12247,girls,P3,7
12,-0.2024,8.9481,0.12268,girls,P3,7.1
13,-0.2158,9.1699,0.12283,girls,P3,7.3
14,-0.2278,9.387,0.12294,girls,P3,7.5
15,-0.2384,9.6008,0.12299,girls,P3,7.7
16,-0.2478,9.8124,0.12303,girls,P3,7.8
17,-0.2562,10.0226,0.12306,girls,P3,8
18,-0.2637,10.2315,0.12309,girls,P3,8.2
19,-0.2703,10.4393,0.12315,girls,P3,8.3
20,-0.2762,10.6464,0.12323,girls,P3,8.5
21,-0.2815,10.8534,0.12335,girls,P3,8.7
22,-0.2862,11.0608,0.1235,girls,P3,8.8
23,-0.2903,11.2688,0.12369,girls,P3,9
24,-0.2941,11.4775,0.1239,girls,P3,9.2
25,-0.2975,11.6864,0.12414,girls,P3,9.3
26,-0.3005,11.8947,0.12441,girls,P3,9.5
27,-0.3032,12.1015,0.12472,girls,P3,9.6
28,-0.3057,12.3059,0.12506,girls,P3,9.8
29,-0.308,12.5073,0.12545,girls,P3,10
30,-0.3101,12.7055,0.12587,girls,P3,10.1
31,-0.312,12.9006,0.12633,girls,P3,10.3
32,-0.3138,13.093,0.12683,girls,P3,10.4
33,-0.3155,13.2837,0.12737,girls,P3,10.5
34,-0.3171,13.4731,0.12794,girls,P3,10.7
35,-0.3186,13.6618,0.12855,girls,P3,10.8
36,-0.3201,13.8503,0.12919,girls,P3,11
37,-0.3216,14.0385,0.12988,girls,P3,11.1
38,-0.323,14.2265,0.13059,girls,P3,11.2
39,-0.3243,14.414,0.13135,girls,P3,11.4
40,-0.3257,14.601,0.13213,girls,P3,11.5
41,-0.327,14.7873,0.13293,girls,P3,11.6
42,-0.3283,14.9727,0.13376,girls,P3,11.8
43,-0.3296,15.1573,0.1346,girls,P3,11.9
44,-0.3309,15.341,0.13545,girls,P3,12
45,-0.3322,15.524,0.1363,girls,P3,12.1
46,-0.3335,15.7064,0.13716,girls,P3,12.3
47,-0.3348,15.8882,0.138,girls,P3,12.4
48,-0.3361,16.0697,0.13884,girls,P3,12.5
49,-0.3374,16.2511,0.13968,girls,P3,12.6
50,-0.3387,16.4322,0.14051,girls,P3,12.8
51,-0.34,16.6133,0.14132,girls,P3,12.9
52,-0.3414,16.7942,0.14213,girls,P3,13
53,-0.3427,16.9748,0.14293,girls,P3,13.1
54,-0.344,17.1551,0.14371,girls,P3,13.2
55,-0.3453,17.3347,0.14448,girls,P3,13.4
56,-0.3466,17.5136,0.14525,girls,P3,13.5
57,-0.3479,17.6916,0.146,girls,P3,13.6
58,-0.3492,17.8686,0.14675,girls,P3,13.7
59,-0.3505,18.0445,0.14748,girls,P3,13.8
60,-0.3518,18.2193,0.14821,girls,P3,14
0,0.3487,3.3464,0.14602,boys,P5,2.6
1,0.2297,4.4709,0.13395,boys,P5,3.6
2,0.197,5.5675,0.12385,boys,P5,4.5
3,0.1738,6.3762,0.11727,boys,P5,5.2
4,0.1553,7.0023,0.11316,boys,P5,5.8
5,0.1395,7.5105,0.1108,boys,P5,6.2
6,0.1257,7.934,0.10958,boys,P5,6.6
7,0.1134,8.297,0.10902,boys,P5,6.9
8,0.1021,8.6151,0.10882,boys,P5,7.2
9,0.0917,8.9014,0.10881,boys,P5,7.4
10,0.082,9.1649,0.10891,boys,P5,7.7
11,0.073,9.4122,0.10906,boys,P5,7.9
12,0.0644,9.6479,0.10925,boys,P5,8.1
13,0.0563,9.8749,0.10949,boys,P5,8.2
14,0.0487,10.0953,0.10976,boys,P5,8.4
15,0.0413,10.3108,0.11007,boys,P5,8.6
16,0.0343,10.5228,0.11041,boys,P5,8.8
17,0.0275,10.7319,0.11079,boys,P5,8.9
18,0.0211,10.9385,0.11119,boys,P5,9.1
19,0.0148,11.143,0.11164,boys,P5,9.3
20,0.0087,11.3462,0.11211,boys,P5,9.4
21,0.0029,11.5486,0.11261,boys,P5,9.6
22,-0.0028,11.7504,0.11314,boys,P5,9.8
23,-0.0083,11.9514,0.11369,boys,P5,9.9
24,-0.0137,12.1515,0.11426,boys,P5,10.1
25,-0.0189,12.3502,0.11485,boys,P5,10.2
26,-0.024,12.5466,0.11544,boys,P5,10.4
27,-0.0289,12.7401,0.11604,boys,P5,10.5
28,-0.0337,12.9303,0.11664,boys,P5,10.7
29,-0.0385,13.1169,0.11723,boys,P5,10.8
30,-0.0431,13.3,0.11781,boys,P5,11
31,-0.0476,13.4798,0.11839,boys,P5,11.1
32,-0.052,13.6567,0.11896,boys,P5,11.2
33,-0.0564,13.8309,0.11953,boys,P5,11.4
34,-0.0606,14.0031,0.12008,boys,P5,11.5
35,-0.0648,14.1736,0.12062,boys,P5,11.6
36,-0.0689,14.3429,0.12116,boys,P5,11.8
37,-0.0729,14.5113,0.12168,boys,P5,11.9
38,-0.0769,14.6791,0.1222,boys,P5,12
39,-0.0808,14.8466,0.12271,boys,P5,12.2
40,-0.0846,15.014,0.12322,boys,P5,12.3
41,-0.0883,15.1813,0.12373,boys,P5,12.4
42,-0.092,15.3486,0.12425,boys,P5,12.5
43,-0.0957,15.5158,0.12478,boys,P5,12.7
44,-0.0993,15.6828,0.12531,boys,P5,12.8
45,-0.1028,15.8497,0.12586,boys,P5,12.9
46,-0.1063,16.0163,0.12643,boys,P5,13
47,-0.1097,16.1827,0.127,boys,P5,13.2
48,-0.1131,16.3489,0.12759,boys,P5,13.3
49,-0.1165,16.515,0.12819,boys,P5,13.4
50,-0.1198,16.6811,0.1288,boys,P5,13.5
51,-0.123,16.8471,0.12943,boys,P5,13.7
52,-0.1262,17.0132,0.13005,boys,P5,13.8
53,-0.1294,17.1792,0.13069,boys,P5,13.9
54,-0.1325,17.3452,0.13133,boys,P5,14
55,-0.1356,17.5111,0.13197,boys,P5,14.1
56,-0.1387,17.6768,0.13261,boys,P5,14.3
57,-0.1417,17.8422,0.13325,boys,P5,14.4
58,-0.1447,18.0073,0.13389,boys,P5,14.5
59,-0.1477,18.1722,0.13453,boys,P5,14.6
60,-0.1506,18.3366,0.13517,boys,P5,14.7
0,0.3809,3.2322,0.14171,girls,P5,2.5
1,0.1714,4.1873,0.13724,girls,P5,3.3
2,0.0962,5.1282,0.13,girls,P5,4.1
3,0.0402,5.8458,0.12619,girls,P5,4.7
4,-0.005,6.4237,0.12402,girls,P5,5.2
5,-0.043,6.8985,0.12274,girls,P5,5.6
6,-0.0756,7.297,0.12204,girls,P5,6
7,-0.1039,7.6422,0.12178,girls,P5,6.3
8,-0.1288,7.9487,0.12181,girls,P5,6.5
9,-0.1507,8.2254,0.12199,girls,P5,6.8
10,-0.17,8.48,0.12223,girls,P5,7
11,-0.1872,8.7192,0.12247,girls,P5,7.2
12,-0.2024,8.9481,0.12268,girls,P5,7.3
13,-0.2158,9.1699,0.12283,girls,P5,7.5
14,-0.2278,9.387,0.12294,girls,P5,7.7
15,-0.2384,9.6008,0.12299,girls,P5,7.9
16,-0.2478,9.8124,0.12303,girls,P5,8.1
17,-0.2562,10.0226,0.12306,girls,P5,8.2
18,-0.2637,10.2315,0.12309,girls,P5,8.4
19,-0.2703,10.4393,0.12315,girls,P5,8.6
20,-0.2762,10.6464,0.12323,girls,P5,8.7
21,-0.2815,10.8534,0.12335,girls,P5,8.9
22,-0.2862,11.0608,0.1235,girls,P5,9.1
23,-0.2903,11.2688,0.12369,girls,P5,9.2
24,-0.2941,11.4775,0.1239,girls,P5,9.4
25,-0.2975,11.6864,0.12414,girls,P5,9.6
26,-0.3005,11.8947,0.12441,girls,P5,9.8
27,-0.3032,12.1015,0.12472,girls,P5,9.9
28,-0.3057,12.3059,0.12506,girls,P5,10.1
29,-0.308,12.5073,0.12545,girls,P5,10.2
30,-0.3101,12.7055,0.12587,girls,P5,10.4
31,-0.312,12.9006,0.12633,girls,P5,10.5
32,-0.3138,13.093,0.12683,girls,P5,10.7
33,-0.3155,13.2837,0.12737,girls,P5,10.8
34,-0.3171,13.4731,0.12794,girls,P5,11
35,-0.3186,13.6618,0.12855,girls,P5,11.1
36,-0.3201,13.8503,0.12919,girls,P5,11.3
37,-0.3216,14.0385,0.12988,girls,P5,11.4
38,-0.323,14.2265,0.13059,girls,P5,11.6
39,-0.3243,14.414,0.13135,girls,P5,11.7
