Month,L,M,S,gender,percentile,weight
40,-0.3257,14.601,0.13213,girls,P5,11.8
41,-0.327,14.7873,0.13293,girls,P5,12
42,-0.3283,14.9727,0.13376,girls,P5,12.1
43,-0.3296,15.1573,0.1346,girls,P5,12.2
44,-0.3309,15.341,0.13545,girls,P5,12.4
45,-0.3322,15.524,0.1363,girls,P5,12.5
46,-0.3335,15.7064,0.13716,girls,P5,12.6
47,-0.3348,15.8882,0.138,girls,P5,12.8
48,-0.3361,16.0697,0.13884,girls,P5,12.9
49,-0.3374,16.2511,0.13968,girls,P5,13
50,-0.3387,16.4322,0.14051,girls,P5,13.2
51,-0.34,16.6133,0.14132,girls,P5,13.3
52,-0.3414,16.7942,0.14213,girls,P5,13.4
53,-0.3427,16.9748,0.14293,girls,P5,13.5
54,-0.344,17.1551,0.14371,girls,P5,13.7
55,-0.3453,17.3347,0.14448,girls,P5,13.8
56,-0.3466,17.5136,0.14525,girls,P5,13.9
57,-0.3479,17.6916,0.146,girls,P5,14
58,-0.3492,17.8686,0.14675,girls,P5,14.2
59,-0.3505,18.0445,0.14748,girls,P5,14.3
60,-0.3518,18.2193,0.14821,girls,P5,14.4
0,0.3487,3.3464,0.14602,boys,P10,2.8
1,0.2297,4.4709,0.13395,boys,P10,3.8
2,0.197,5.5675,0.12385,boys,P10,4.7
3,0.1738,6.3762,0.11727,boys,P10,5.5
4,0.1553,7.0023,0.11316,boys,P10,6
5,0.1395,7.5105,0.1108,boys,P10,6.5
6,0.1257,7.934,0.10958,boys,P10,6.9
7,0.1134,8.297,0.10902,boys,P10,7.2
8,0.1021,8.6151,0.10882,boys,P10,7.5
9,0.0917,8.9014,0.10881,boys,P10,7.7
10,0.082,9.1649,0.10891,boys,P10,8
11,0.073,9.4122,0.10906,boys,P10,8.2
12,0.0644,9.6479,0.10925,boys,P10,8.4
13,0.0563,9.8749,0.10949,boys,P10,8.6
14,0.0487,10.0953,0.10976,boys,P10,8.8
15,0.0413,10.3108,0.11007,boys,P10,9
16,0.0343,10.5228,0.11041,boys,P10,9.1
17,0.0275,10.7319,0.11079,boys,P10,9.3
18,0.0211,10.9385,0.11119,boys,P10,9.5
19,0.0148,11.143,0.11164,boys,P10,9.7
20,0.0087,11.3462,0.11211,boys,P10,9.8
21,0.0029,11.5486,0.11261,boys,P10,10
22,-0.0028,11.7504,0.11314,boys,P10,10.2
23,-0.0083,11.9514,0.11369,boys,P10,10.3
24,-0.0137,12.1515,0.11426,boys,P10,10.5
25,-0.0189,12.3502,0.11485,boys,P10,10.7
26,-0.024,12.5466,0.11544,boys,P10,10.8
27,-0.0289,12.7401,0.11604,boys,P10,11
28,-0.0337,12.9303,0.11664,boys,P10,11.1
29,-0.0385,13.1169,0.11723,boys,P10,11.3
30,-0.0431,13.3,0.11781,boys,P10,11.4
31,-0.0476,13.4798,0.11839,boys,P10,11.6
32,-0.052,13.6567,0.11896,boys,P10,11.7
33,-0.0564,13.8309,0.11953,boys,P10,11.9
34,-0.0606,14.0031,0.12008,boys,P10,12
35,-0.0648,14.1736,0.12062,boys,P10,12.2
36,-0.0689,14.3429,0.12116,boys,P10,12.3
37,-0.0729,14.5113,0.12168,boys,P10,12.4
38,-0.0769,14.6791,0.1222,boys,P10,12.6
39,-0.0808,14.8466,0.12271,boys,P10,12.7
40,-0.0846,15.014,0.12322,boys,P10,12.8
41,-0.0883,15.1813,0.12373,boys,P10,13
42,-0.092,15.3486,0.12425,boys,P10,13.1
43,-0.0957,15.5158,0.12478,boys,P10,13.2
44,-0.0993,15.6828,0.12531,boys,P10,13.4
45,-0.1028,15.8497,0.12586,boys,P10,13.5
46,-0.1063,16.0163,0.12643,boys,P10,13.6
47,-0.1097,16.1827,0.127,boys,P10,13.8
48,-0.1131,16.3489,0.12759,boys,P10,13.9
49,-0.1165,16.515,0.12819,boys,P10,14
50,-0.1198,16.6811,0.1288,boys,P10,14.2
51,-0.123,16.8471,0.12943,boys,P10,14.3
52,-0.1262,17.0132,0.13005,boys,P10,14.4
53,-0.1294,17.1792,0.13069,boys,P10,14.6
54,-0.1325,17.3452,0.13133,boys,P10,14.7
55,-0.1356,17.5111,0.13197,boys,P10,14.8
56,-0.1387,17.6768,0.13261,boys,P10,14.9
57,-0.1417,17.8422,0.13325,boys,P10,15.1
58,-0.1447,18.0073,0.13389,boys,P10,15.2
59,-0.1477,18.1722,0.13453,boys,P10,15.3
60,-0.1506,18.3366,0.13517,boys,P10,15.5
0,0.3809,3.2322,0.14171,girls,P10,2.7
1,0.1714,4.1873,0.13724,girls,P10,3.5
2,0.0962,5.1282,0.13,girls,P10,4.3
3,0.0402,5.8458,0.12619,girls,P10,5
4,-0.005,6.4237,0.12402,girls,P10,5.5
5,-0.043,6.8985,0.12274,girls,P10,5.9
6,-0.0756,7.297,0.12204,girls,P10,6.2
7,-0.1039,7.6422,0.12178,girls,P10,6.5
8,-0.1288,7.9487,0.12181,girls,P10,6.8
9,-0.1507,8.2254,0.12199,girls,P10,7
10,-0.17,8.48,0.12223,girls,P10,7.3
11,-0.1872,8.7192,0.12247,girls,P10,7.5
12,-0.2024,8.9481,0.12268,girls,P10,7.7
13,-0.2158,9.1699,0.12283,girls,P10,7.9
14,-0.2278,9.387,0.12294,girls,P10,8
15,-0.2384,9.6008,0.12299,girls,P10,8.2
16,-0.2478,9.8124,0.12303,girls,P10,8.4
17,-0.2562,10.0226,0.12306,girls,P10,8.6
18,-0.2637,10.2315,0.12309,girls,P10,8.8
19,-0.2703,10.4393,0.12315,girls,P10,8.9
20,-0.2762,10.6464,0.12323,girls,P10,9.1
21,-0.2815,10.8534,0.12335,girls,P10,9.3
22,-0.2862,11.0608,0.1235,girls,P10,9.5
23,-0.2903,11.2688,0.12369,girls,P10,9.7
24,-0.2941,11.4775,0.1239,girls,P10,9.8
25,-0.2975,11.6864,0.12414,girls,P10,10
26,-0.3005,11.8947,0.12441,girls,P10,10.2
27,-0.3032,12.1015,0.12472,girls,P10,10.4
28,-0.3057,12.3059,0.12506,girls,P10,10.5
29,-0.308,12.5073,0.12545,girls,P10,10.7
30,-0.3101,12.7055,0.12587,girls,P10,10.9
31,-0.312,12.9006,0.12633,girls,P10,11
32,-0.3138,13.093,0.12683,girls,P10,11.2
33,-0.3155,13.2837,0.12737,girls,P10,11.3
34,-0.3171,13.4731,0.12794,girls,P10,11.5
35,-0.3186,13.6618,0.12855,girls,P10,11.6
36,-0.3201,13.8503,0.12919,girls,P10,11.8
37,-0.3216,14.0385,0.12988,girls,P10,11.9
38,-0.323,14.2265,0.13059,girls,P10,12.1
39,-0.3243,14.414,0.13135,girls,P10,12.2
40,-0.3257,14.601,0.13213,girls,P10,12.4
41,-0.327,14.7873,0.13293,girls,P10,12.5
42,-0.3283,14.9727,0.13376,girls,P10,12.7
43,-0.3296,15.1573,0.1346,girls,P10,12.8
44,-0.3309,15.341,0.13545,girls,P10,13
45,-0.3322,15.524,0.1363,girls,P10,13.1
46,-0.3335,15.7064,0.13716,girls,P10,13.2
47,-0.3348,15.8882,0.138,girls,P10,13.4
48,-0.3361,16.0697,0.13884,girls,P10,13.5
49,-0.3374,16.2511,0.13968,girls,P10,13.7
50,-0.3387,16.4322,0.14051,girls,P10,13.8
51,-0.34,16.6133,0.14132,girls,P10,13.9
52,-0.3414,16.7942,0.14213,girls,P10,14.1
53,-0.3427,16.9748,0.14293,girls,P10,14.2
54,-0.344,17.1551,0.14371,girls,P10,14.3
55,-0.3453,17.3347,0.14448,girls,P10,14.5
56,-0.3466,17.5136,0.14525,girls,P10,14.6
57,-0.3479,17.6916,0.146,girls,P10,14.8
58,-0.3492,17.8686,0.14675,girls,P10,14.9
59,-0.3505,18.0445,0.14748,girls,P10,15
60,-0.3518,18.2193,0.14821,girls,P10,15.2
0,0.3487,3.3464,0.14602,boys,P15,2.9
1,0.2297,4.4709,0.13395,boys,P15,3.9
2,0.197,5.5675,0.12385,boys,P15,4.9
3,0.1738,6.3762,0.11727,boys,P15,5.6
4,0.1553,7.0023,0.11316,boys,P15,6.2
5,0.1395,7.5105,0.1108,boys,P15,6.7
6,0.1257,7.934,0.10958,boys,P15,7.1
7,0.1134,8.297,0.10902,boys,P15,7.4
8,0.1021,8.6151,0.10882,boys,P15,7.7
9,0.0917,8.9014,0.10881,boys,P15,7.9
10,0.082,9.1649,0.10891,boys,P15,8.2
11,0.073,9.4122,0.10906,boys,P15,8.4
12,0.0644,9.6479,0.10925,boys,P15,8.6
13,0.0563,9.8749,0.10949,boys,P15,8.8
14,0.0487,10.0953,0.10976,boys,P15,9
15,0.0413,10.3108,0.11007,boys,P15,9.2
16,0.0343,10.5228,0.11041,boys,P15,9.4
17,0.0275,10.7319,0.11079,boys,P15,9.6
18,0.0211,10.9385,0.11119,boys,P15,9.7
19,0.0148,11.143,0.11164,boys,P15,9.9
20,0.0087,11.3462,0.11211,boys,P15,10.1
21,0.0029,11.5486,0.11261,boys,P15,10.3
22,-0.0028,11.7504,0.11314,boys,P15,10.5
23,-0.0083,11.9514,0.11369,boys,P15,10.6
24,-0.0137,12.1515,0.11426,boys,P15,10.8
25,-0.0189,12.3502,0.11485,boys,P15,11
26,-0.024,12.5466,0.11544,boys,P15,11.1
27,-0.0289,12.7401,0.11604,boys,P15,11.3
28,-0.0337,12.9303,0.11664,boys,P15,11.5
29,-0.0385,13.1169,0.11723,boys,P15,11.6
30,-0.0431,13.3,0.11781,boys,P15,11.8
31,-0.0476,13.4798,0.11839,boys,P15,11.9
32,-0.052,13.6567,0.11896,boys,P15,12.1
33,-0.0564,13.8309,0.11953,boys,P15,12.2
34,-0.0606,14.0031,0.12008,boys,P15,12.4
35,-0.0648,14.1736,0.12062,boys,P15,12.5
36,-0.0689,14.3429,0.12116,boys,P15,12.7
37,-0.0729,14.5113,0.12168,boys,P15,12.8
38,-0.0769,14.6791,0.1222,boys,P15,12.9
39,-0.0808,14.8466,0.12271,boys,P15,13.1
40,-0.0846,15.014,0.12322,boys,P15,13.2
41,-0.0883,15.1813,0.12373,boys,P15,13.4
42,-0.092,15.3486,0.12425,boys,P15,13.5
43,-0.0957,15.5158,0.12478,boys,P15,13.6
44,-0.0993,15.6828,0.12531,boys,P15,13.8
45,-0.1028,15.8497,0.12586,boys,P15,13.9
46,-0.1063,16.0163,0.12643,boys,P15,14.1
47,-0.1097,16.1827,0.127,boys,P15,14.2
48,-0.1131,16.3489,0.12759,boys,P15,14.3
49,-0.1165,16.515,0.12819,boys,P15,14.5
50,-0.1198,16.6811,0.1288,boys,P15,14.6
51,-0.123,16.8471,0.12943,boys,P15,14.7
52,-0.1262,17.0132,0.13005,boys,P15,14.9
53,-0.1294,17.1792,0.13069,boys,P15,15
54,-0.1325,17.3452,0.13133,boys,P15,15.2
55,-0.1356,17.5111,0.13197,boys,P15,15.3
56,-0.1387,17.6768,0.13261,boys,P15,15.4
57,-0.1417,17.8422,0.13325,boys,P15,15.6
58,-0.1447,18.0073,0.13389,boys,P15,15.7
59,-0.1477,18.1722,0.13453,boys,P15,15.8
60,-0.1506,18.3366,0.13517,boys,P15,16
0,0.3809,3.2322,0.14171,girls,P15,2.8
1,0.1714,4.1873,0.13724,girls,P15,3.6
2,0.0962,5.1282,0.13,girls,P15,4.5
3,0.0402,5.8458,0.12619,girls,P15,5.1
4,-0.005,6.4237,0.12402,girls,P15,5.6
5,-0.043,6.8985,0.12274,girls,P15,6.1
6,-0.0756,7.297,0.12204,girls,P15,6.4
7,-0.1039,7.6422,0.12178,girls,P15,6.7
8,-0.1288,7.9487,0.12181,girls,P15,7
9,-0.1507,8.2254,0.12199,girls,P15,7.3
10,-0.17,8.48,0.12223,girls,P15,7.5
11,-0.1872,8.7192,0.12247,girls,P15,7.7
12,-0.2024,8.9481,0.12268,girls,P15,7.9
13,-0.2158,9.1699,0.12283,girls,P15,8.1
14,-0.2278,9.387,0.12294,girls,P15,8.3
15,-0.2384,9.6008,0.12299,girls,P15,8.5
16,-0.2478,9.8124,0.12303,girls,P15,8.7
17,-0.2562,10.0226,0.12306,girls,P15,8.8
18,-0.2637,10.2315,0.12309,girls,P15,9
19,-0.2703,10.4393,0.12315,girls,P15,9.2
20,-0.2762,10.6464,0.12323,girls,P15,9.4
21,-0.2815,10.8534,0.12335,girls,P15,9.6
22,-0.2862,11.0608,0.1235,girls,P15,9.8
23,-0.2903,11.2688,0.12369,girls,P15,9.9
24,-0.2941,11.4775,0.1239,girls,P15,10.1
25,-0.2975,11.6864,0.12414,girls,P15,10.3
26,-0.3005,11.8947,0.12441,girls,P15,10.5
27,-0.3032,12.1015,0.12472,girls,P15,10.7
28,-0.3057,12.3059,0.12506,girls,P15,10.8
29,-0.308,12.5073,0.12545,girls,P15,11
30,-0.3101,12.7055,0.12587,girls,P15,11.2
31,-0.312,12.9006,0.12633,girls,P15,11.3
32,-0.3138,13.093,0.12683,girls,P15,11.5
33,-0.3155,13.2837,0.12737,girls,P15,11.7
34,-0.3171,13.4731,0.12794,girls,P15,11.8
35,-0.3186,13.6618,0.12855,girls,P15,12
36,-0.3201,13.8503,0.12919,girls,P15,12.1
37,-0.3216,14.0385,0.12988,girls,P15,12.3
38,-0.323,14.2265,0.13059,girls,P15,12.5
39,-0.3243,14.414,0.13135,girls,P15,12.6
40,-0.3257,14.601,0.13213,girls,P15,12.8
41,-0.327,14.7873,0.13293,girls,P15,12.9
42,-0.3283,14.9727,0.13376,girls,P15,13.1
43,-0.3296,15.1573,0.1346,girls,P15,13.2
44,-0.3309,15.341,0.13545,girls,P15,13.4
45,-0.3322,15.524,0.1363,girls,P15,13.5
46,-0.3335,15.7064,0.13716,girls,P15,13.7
47,-0.3348,15.8882,0.138,girls,P15,13.8
48,-0.3361,16.0697,0.13884,girls,P15,14
49,-0.3374,16.2511,0.13968,girls,P15,14.1
50,-0.3387,16.4322,0.14051,girls,P15,14.3
51,-0.34,16.6133,0.14132,girls,P15,14.4
52,-0.3414,16.7942,0.14213,girls,P15,14.5
53,-0.3427,16.9748,0.14293,girls,P15,14.7
54,-0.344,17.1551,0.14371,girls,P15,14.8
55,-0.3453,17.3347,0.14448,girls,P15,15
56,-0.3466,17.5136,0.14525,girls,P15,15.1
57,-0.3479,17.6916,0.146,girls,P15,15.3
58,-0.3492,17.8686,0.14675,girls,P15,15.4
59,-0.3505,18.0445,0.14748,girls,P15,15.5
60,-0.3518,18.2193,0.14821,girls,P15,15.7
0,0.3487,3.3464,0.14602,boys,P25,3
1,0.2297,4.4709,0.13395,boys,P25,4.1
2,0.197,5.5675,0.12385,boys,P25,5.1
3,0.1738,6.3762,0.11727,boys,P25,5.9
4,0.1553,7.0023,0.11316,boys,P25,6.5
5,0.1395,7.5105,0.1108,boys,P25,7
6,0.1257,7.934,0.10958,boys,P25,7.4
7,0.1134,8.297,0.10902,boys,P25,7.7
8,0.1021,8.6151,0.10882,boys,P25,8
9,0.0917,8.9014,0.10881,boys,P25,8.3
10,0.082,9.1649,0.10891,boys,P25,8.5
11,0.073,9.4122,0.10906,boys,P25,8.7
12,0.0644,9.6479,0.10925,boys,P25,9
13,0.0563,9.8749,0.10949,boys,P25,9.2
14,0.0487,10.0953,0.10976,boys,P25,9.4
15,0.0413,10.3108,0.11007,boys,P25,9.6
16,0.0343,10.5228,0.11041,boys,P25,9.8
17,0.0275,10.7319,0.11079,boys,P25,10
18,0.0211,10.9385,0.11119,boys,P25,10.1
19,0.0148,11.143,0.11164,boys,P25,10.3
20,0.0087,11.3462,0.11211,boys,P25,10.5
21,0.0029,11.5486,0.11261,boys,P25,10.7
22,-0.0028,11.7504,0.11314,boys,P25,10.9
23,-0.0083,11.9514,0.11369,boys,P25,11.1
24,-0.0137,12.1515,0.11426,boys,P25,11.3
25,-0.0189,12.3502,0.11485,boys,P25,11.4
26,-0.024,12.5466,0.11544,boys,P25,11.6
27,-0.0289,12.7401,0.11604,boys,P25,11.8
28,-0.0337,12.9303,0.11664,boys,P25,12
29,-0.0385,13.1169,0.11723,boys,P25,12.1
30,-0.0431,13.3,0.11781,boys,P25,12.3
31,-0.0476,13.4798,0.11839,boys,P25,12.4
32,-0.052,13.6567,0.11896,boys,P25,12.6
33,-0.0564,13.8309,0.11953,boys,P25,12.8
34,-0.0606,14.0031,0.12008,boys,P25,12.9
35,-0.0648,14.1736,0.12062,boys,P25,13.1
36,-0.0689,14.3429,0.12116,boys,P25,13.2
37,-0.0729,14.5113,0.12168,boys,P25,13.4
38,-0.0769,14.6791,0.1222,boys,P25,13.5
39,-0.0808,14.8466,0.12271,boys,P25,13.7
40,-0.0846,15.014,0.12322,boys,P25,13.8
41,-0.0883,15.1813,0.12373,boys,P25,14
42,-0.092,15.3486,0.12425,boys,P25,14.1
43,-0.0957,15.5158,0.12478,boys,P25,14.3
44,-0.0993,15.6828,0.12531,boys,P25,14.4
45,-0.1028,15.8497,0.12586,boys,P25,14.6
46,-0.1063,16.0163,0.12643,boys,P25,14.7
47,-0.1097,16.1827,0.127,boys,P25,14.9
48,-0.1131,16.3489,0.12759,boys,P25,15
49,-0.1165,16.515,0.12819,boys,P25,15.2
50,-0.1198,16.6811,0.1288,boys,P25,15.3
51,-0.123,16.8471,0.12943,boys,P25,15.4
52,-0.1262,17.0132,0.13005,boys,P25,15.6
53,-0.1294,17.1792,0.13069,boys,P25,15.7
54,-0.1325,17.3452,0.13133,boys,P25,15.9
55,-0.1356,17.5111,0.13197,boys,P25,16
56,-0.1387,17.6768,0.13261,boys,P25,16.2
57,-0.1417,17.8422,0.13325,boys,P25,16.3
58,-0.1447,18.0073,0.13389,boys,P25,16.5
59,-0.1477,18.1722,0.13453,boys,P25,16.6
60,-0.1506,18.3366,0.13517,boys,P25,16.7
0,0.3809,3.2322,0.14171,girls,P25,2.9
1,0.1714,4.1873,0.13724,girls,P25,3.8
2,0.0962,5.1282,0.13,girls,P25,4.7
3,0.0402,5.8458,0.12619,girls,P25,5.4
4,-0.005,6.4237,0.12402,girls,P25,5.9
5,-0.043,6.8985,0.12274,girls,P25,6.4
6,-0.0756,7.297,0.12204,girls,P25,6.7
7,-0.1039,7.6422,0.12178,girls,P25,7
8,-0.1288,7.9487,0.12181,girls,P25,7.3
9,-0.1507,8.2254,0.12199,girls,P25,7.6
10,-0.17,8.48,0.12223,girls,P25,7.8
11,-0.1872,8.7192,0.12247,girls,P25,8
12,-0.2024,8.9481,0.12268,girls,P25,8.2
13,-0.2158,9.1699,0.12283,girls,P25,8.4
14,-0.2278,9.387,0.12294,girls,P25,8.6
15,-0.2384,9.6008,0.12299,girls,P25,8.8
16,-0.2478,9.8124,0.12303,girls,P25,9
17,-0.2562,10.0226,0.12306,girls,P25,9.2
18,-0.2637,10.2315,0.12309,girls,P25,9.4
19,-0.2703,10.4393,0.12315,girls,P25,9.6
20,-0.2762,10.6464,0.12323,girls,P25,9.8
21,-0.2815,10.8534,0.12335,girls,P25,10
22,-0.2862,11.0608,0.1235,girls,P25,10.2
23,-0.2903,11.2688,0.12369,girls,P25,10.4
24,-0.2941,11.4775,0.1239,girls,P25,10.6
25,-0.2975,11.6864,0.12414,girls,P25,10.8
26,-0.3005,11.8947,0.12441,girls,P25,10.9
27,-0.3032,12.1015,0.12472,girls,P25,11.1
28,-0.3057,12.3059,0.12506,girls,P25,11.3
29,-0.308,12.5073,0.12545,girls,P25,11.5
30,-0.3101,12.7055,0.12587,girls,P25,11.7
31,-0.312,12.9006,0.12633,girls,P25,11.9
32,-0.3138,13.093,0.12683,girls,P25,12
33,-0.3155,13.2837,0.12737,girls,P25,12.2
34,-0.3171,13.4731,0.12794,girls,P25,12.4
35,-0.3186,13.6618,0.12855,girls,P25,12.5
36,-0.3201,13.8503,0.12919,girls,P25,12.7
37,-0.3216,14.0385,0.12988,girls,P25,12.9
38,-0.323,14.2265,0.13059,girls,P25,13
39,-0.3243,14.414,0.13135,girls,P25,13.2
40,-0.3257,14.601,0.13213,girls,P25,13.4
41,-0.327,14.7873,0.13293,girls,P25,13.5
42,-0.3283,14.9727,0.13376,girls,P25,13.7
43,-0.3296,15.1573,0.1346,girls,P25,13.9
44,-0.3309,15.341,0.13545,girls,P25,14
45,-0.3322,15.524,0.1363,girls,P25,14.2
46,-0.3335,15.7064,0.13716,girls,P25,14.3
47,-0.3348,15.8882,0.138,girls,P25,14.5
48,-0.3361,16.0697,0.13884,girls,P25,14.7
49,-0.3374,16.2511,0.13968,girls,P25,14.8
50,-0.3387,16.4322,0.14051,girls,P25,15
51,-0.34,16.6133,0.14132,girls,P25,15.1
52,-0.3414,16.7942,0.14213,girls,P25,15.3
53,-0.3427,16.9748,0.14293,girls,P25,15.4
54,-0.344,17.1551,0.14371,girls,P25,15.6
55,-0.3453,17.3347,0.14448,girls,P25,15.8
56,-0.3466,17.5136,0.14525,girls,P25,15.9
57,-0.3479,17.6916,0.146,girls,P25,16.1
58,-0.3492,17.8686,0.14675,girls,P25,16.2
59,-0.3505,18.0445,0.14748,girls,P25,16.4
60,-0.3518,18.2193,0.14821,girls,P25,16.5
0,0.3487,3.3464,0.14602,boys,P50,3.3
1,0.2297,4.4709,0.13395,boys,P50,4.5
2,0.197,5.5675,0.12385,boys,P50,5.6
3,0.1738,6.3762,0.11727,boys,P50,6.4
4,0.1553,7.0023,0.11316,boys,P50,7
5,0.1395,7.5105,0.1108,boys,P50,7.5
6,0.1257,7.934,0.10958,boys,P50,7.9
7,0.1134,8.297,0.10902,boys,P50,8.3
8,0.1021,8.6151,0.10882,boys,P50,8.6
9,0.0917,8.9014,0.10881,boys,P50,8.9
10,0.082,9.1649,0.10891,boys,P50,9.2
11,0.073,9.4122,0.10906,boys,P50,9.4
12,0.0644,9.6479,0.10925,boys,P50,9.6
13,0.0563,9.8749,0.10949,boys,P50,9.9
14,0.0487,10.0953,0.10976,boys,P50,10.1
15,0.0413,10.3108,0.11007,boys,P50,10.3
16,0.0343,10.5228,0.11041,boys,P50,10.5
17,0.0275,10.7319,0.11079,boys,P50,10.7
18,0.0211,10.9385,0.11119,boys,P50,10.9
19,0.0148,11.143,0.11164,boys,P50,11.1
20,0.0087,11.3462,0.11211,boys,P50,11.3
21,0.0029,11.5486,0.11261,boys,P50,11.5
22,-0.0028,11.7504,0.11314,boys,P50,11.8
23,-0.0083,11.9514,0.11369,boys,P50,12
24,-0.0137,12.1515,0.11426,boys,P50,12.2
25,-0.0189,12.3502,0.11485,boys,P50,12.4
26,-0.024,12.5466,0.11544,boys,P50,12.5
27,-0.0289,12.7401,0.11604,boys,P50,12.7
28,-0.0337,12.9303,0.11664,boys,P50,12.9
29,-0.0385,13.1169,0.11723,boys,P50,13.1
30,-0.0431,13.3,0.11781,boys,P50,13.3
31,-0.0476,13.4798,0.11839,boys,P50,13.5
32,-0.052,13.6567,0.11896,boys,P50,13.7
33,-0.0564,13.8309,0.11953,boys,P50,13.8
34,-0.0606,14.0031,0.12008,boys,P50,14
35,-0.0648,14.1736,0.12062,boys,P50,14.2
36,-0.0689,14.3429,0.12116,boys,P50,14.3
37,-0.0729,14.5113,0.12168,boys,P50,14.5
38,-0.0769,14.6791,0.1222,boys,P50,14.7
39,-0.0808,14.8466,0.12271,boys,P50,14.8
40,-0.0846,15.014,0.12322,boys,P50,15
41,-0.0883,15.1813,0.12373,boys,P50,15.2
42,-0.092,15.3486,0.12425,boys,P50,15.3
43,-0.0957,15.5158,0.12478,boys,P50,15.5
44,-0.0993,15.6828,0.12531,boys,P50,15.7
45,-0.1028,15.8497,0.12586,boys,P50,15.8
46,-0.1063,16.0163,0.12643,boys,P50,16
47,-0.1097,16.1827,0.127,boys,P50,16.2
48,-0.1131,16.3489,0.12759,boys,P50,16.3
49,-0.1165,16.515,0.12819,boys,P50,16.5
50,-0.1198,16.6811,0.1288,boys,P50,16.7
51,-0.123,16.8471,0.12943,boys,P50,16.8
52,-0.1262,17.0132,0.13005,boys,P50,17
53,-0.1294,17.1792,0.13069,boys,P50,17.2
54,-0.1325,17.3452,0.13133,boys,P50,17.3
55,-0.1356,17.5111,0.13197,boys,P50,17.5
56,-0.1387,17.6768,0.13261,boys,P50,17.7
57,-0.1417,17.8422,0.13325,boys,P50,17.8
58,-0.1447,18.0073,0.13389,boys,P50,18
59,-0.1477,18.1722,0.13453,boys,P50,18.2
60,-0.1506,18.3366,0.13517,boys,P50,18.3
0,0.3809,3.2322,0.14171,girls,P50,3.2
1,0.1714,4.1873,0.13724,girls,P50,4.2
2,0.0962,5.1282,0.13,girls,P50,5.1
3,0.0402,5.8458,0.12619,girls,P50,5.8
4,-0.005,6.4237,0.12402,girls,P50,6.4
5,-0.043,6.8985,0.12274,girls,P50,6.9
6,-0.0756,7.297,0.12204,girls,P50,7.3
7,-0.1039,7.6422,0.12178,girls,P50,7.6
8,-0.1288,7.9487,0.12181,girls,P50,7.9
9,-0.1507,8.2254,0.12199,girls,P50,8.2
